EPFURZ,EPFTRZ,PSOFRZ,PSHNRZ,PIPCRZ,PCLCRZ,ITMCRZ,IT1IA0,CLRCRZ,ALCQRZ,RTVQRZ,ELSQRZ,BKTNRZ,WABCRZ,MSACRZ,SOACRZ,CCRCRZ,EUCWRZ,SLCCRZ,COMFRZ,LN1CRZ,LN2CRZ,RADURZ,RADTRZ,RUPURZ,RUPTRZ,LNGVRZ,SHENQ0,RUPUQ0,RUPTQ0
"20250325",140000,"0","PR03459975","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",1270.6,1270.6,1259.9,"07019650      ","07016950      ","CUT       ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","154834","20250322","075732","","B102402610  ",20251120,215659
"20250325",140000,"0","PR03459975","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",439.8,439.8,436,"07079930      ","07020720      ","CUT       ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","154834","20250322","075646","","VFTP001     ",20251110,212857
"20250325",140000,"0","PR03459975","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",183.4,183.4,181.8,"07015860      ","06006050      ","CUT       ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","154834","20250322","075718","","B104701705  ",20250922,155303
"20250324",235959,"0","PR03437635","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",745.2,745.2,738.9,"07090980      ","06006340      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040605","","B105602802  ",20251114,44130
"20250324",235959,"0","PR03437635","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",525.4,"",521,"07027550      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040655","","B104700909  ",20251125,35736
"20250324",235959,"0","PR03437635","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",471.1,"",467.1,"07067100      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040741","","","",""
"20250324",235959,"0","PR03437635","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",152.1,152.1,150.8,"07037780      ","06003160      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040641","","B105000103  ",20251017,193039
"20250324",235959,"0","PR03437625","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",10.6,10.6,10.5,"07090980      ","06006340      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040605","","B105602802  ",20251114,44130
"20250324",235959,"0","PR03437625","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",1260,"",1249.4,"07027550      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040655","","B104700909  ",20251125,35736
"20250324",235959,"0","PR03437625","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",5.2,"",5.1,"07067100      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040741","","","",""
"20250324",235959,"0","PR03437625","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",97.3,97.3,96.4,"07037780      ","06003160      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040641","","B105000103  ",20251017,193039
"20250324",235959,"0","PR03437625","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",450.2,"",446.4,"07032210      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040625","","B104200309  ",20251015,2358
"20250324",235959,"0","PR03437625","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",70.5,"",69.9,"07013440      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040724","","B104002510  ",20250911,191645
"20250324",235959,"0","PR03437615","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",10.4,10.4,10.2,"07090980      ","06006340      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040605","","B105602802  ",20251114,44130
"20250324",235959,"0","PR03437615","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",358.5,"",353.9,"07027550      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040655","","B104700909  ",20251125,35736
"20250324",235959,"0","PR03437615","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",448.9,"",443.1,"07018080      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040755","","B104600406  ",20251124,90203
"20250324",235959,"0","PR03437615","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",5.1,"",5,"07067100      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040741","","","",""
"20250324",235959,"0","PR03437615","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",396,"",390.9,"07013440      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250321","105041","20250322","040724","","B104002510  ",20250911,191645
"20250324",235959,"0","PR03437605","8652209","V06NR","3872575","05 CN PB16 TAPE DYED               ","V06NR  ",1090.2,1090.2,1079.7,"07042400      ","07090930      ","CUT       ","CFCH      ","V06NR","     ","310         ","5","315","11  ","20250321","105041","20250322","040512","","B102200810  ",20251003,120352
"20250324",235959,"0","PR03437605","8652209","V06NR","3603616","05 CI CHAIN PB16 DYED              ","V06NR  ",500.8,"",495.9,"07003700      ","              ","          ","CFCH      ","V06NR","     ","310         ","5","315","11  ","20250321","105041","20250322","040535","","","",""
"20250324",235959,"0","PR03437605","8652209","V06NR","3603616","05 CI CHAIN PB16 DYED              ","V06NR  ",33.9,33.9,33.5,"06022520      ","06001010      ","CUT       ","CFCH      ","V06NR","     ","310         ","5","315","11  ","20250321","105041","20250322","040445","","B102301305  ",20251124,205604
"20250324",235959,"0","PR03437595","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",943.3,"",935.4,"07095470      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030517","","PFCHA16     ",20251125,132039
"20250324",235959,"0","PR03437595","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",327.3,"",324.5,"07043530      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030406","","B103400606  ",20250917,53226
"20250324",235959,"0","PR03437595","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",514,"",509.6,"07097780      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030312","","B103000410  ",20251030,2335
"20250324",235959,"0","PR03437595","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",109.2,"",108.2,"07080790      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030419","","B105302208  ",20251124,133024
"20250324",235959,"0","PR03437585","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",10.6,"",10.5,"07095470      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030517","","PFCHA16     ",20251125,132039
"20250324",235959,"0","PR03437585","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",1260,"",1249.4,"07043530      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030406","","B103400606  ",20250917,53226
"20250324",235959,"0","PR03437585","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",5.2,"",5.1,"07097780      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030312","","B103000410  ",20251030,2335
"20250324",235959,"0","PR03437585","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",420.8,"",417.2,"07080790      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030419","","B105302208  ",20251124,133024
"20250324",235959,"0","PR03437585","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",92.9,92.9,92.1,"07079930      ","06003310      ","CUT       ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030153","","B102501203  ",20250806,74519
"20250324",235959,"0","PR03437585","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",104.3,"",103.4,"07071150      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030223","","B105203010  ",20251029,54158
"20250324",235959,"0","PR03437575","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",10.6,"",10.5,"07095470      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030517","","PFCHA16     ",20251125,132039
"20250324",235959,"0","PR03437575","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",562.4,"",557.7,"07043530      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030406","","B103400606  ",20250917,53226
"20250324",235959,"0","PR03437575","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",697.6,697.6,691.7,"07012560      ","07020250      ","CUT       ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030249","","B103203407  ",20251114,143009
"20250324",235959,"0","PR03437575","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",5.2,"",5.1,"07097780      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030312","","B103000410  ",20251030,2335
"20250324",235959,"0","PR03437575","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",427.5,"",423.9,"07071150      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030223","","B105203010  ",20251029,54158
"20250324",235959,"0","PR03437575","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",190.5,"",188.9,"07020500      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030332","","B103402608  ",20251110,151339
"20250324",235959,"0","PR03437565","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",10.6,"",10.4,"07095470      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030517","","PFCHA16     ",20251125,132039
"20250324",235959,"0","PR03437565","8652281","V05UR","3872575","05 CN PB16 TAPE DYED               ","V05UR  ",1073.8,1073.8,1063.3,"07012560      ","07020250      ","CUT       ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030249","","B103203407  ",20251114,143009
"20250324",235959,"0","PR03437565","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",5.1,"",5,"07097780      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030312","","B103000410  ",20251030,2335
"20250324",235959,"0","PR03437565","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",340.2,"",336.9,"07020500      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030332","","B103402608  ",20251110,151339
"20250324",235959,"0","PR03437565","8652281","V05UR","3603616","05 CI CHAIN PB16 DYED              ","V05UR  ",186.5,"",184.7,"07018600      ","              ","          ","CFCH      ","V05UR","     ","310         ","5","315","11  ","20250321","105041","20250322","030503","","B102103510  ",20250925,60410
"20250324",140000,"0","PR03436835","8652210","V04VR","3872575","05 CN PB16 TAPE DYED               ","V04VR  ",13,13,2.3,"07068770      ","06005650      ","CUT       ","CFCH      ","V04VR","     ","310         ","5","315","11  ","20250321","102111","20250321","130448","","MFTP003     ",20251125,51155
"20250324",140000,"0","PR03436835","8652210","V04VR","3603616","05 CI CHAIN PB16 DYED              ","V04VR  ",6.3,6.3,1.1,"07018710      ","05007620      ","CUT       ","CFCH      ","V04VR","     ","310         ","5","315","11  ","20250321","102111","20250321","130431","","B102701302  ",20251124,165051
"20250324",140000,"0","PR03436825","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  580  ",183.7,183.7,178.3,"06006800      ","06019580      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20250321","102111","20250321","130545","","B104701803  ",20251127,2454
"20250324",140000,"0","PR03436825","8013607","VN158","3872575","05 CN PB16 TAPE DYED               ","  329  ",183.7,183.7,178.3,"07046810      ","06017550      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20250321","102111","20250321","130531","","B105100402  ",20250912,91053
"20250324",140000,"0","PR03436825","8013607","VN158","3603616","05 CI CHAIN PB16 DYED              ","  329  ",180.2,180.2,174.9,"07097790      ","06023010      ","CUT       ","CFCH      ","VN158","     ","310         ","5","315","11  ","20250321","102111","20250321","130511","","B103501803  ",20251114,61007
"20250324",140000,"1","PR03411975","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",1270.6,"",1259.9,"07099310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102831","","B103800406  ",20251118,132906
"20250324",140000,"1","PR03411975","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",5.2,"",5.1,"07101310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102831","","B105902509  ",20250610,112822
"20250324",140000,"1","PR03411975","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",454,"",450.2,"07096440      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102831","","B104200409  ",20251030,143932
"20250324",140000,"1","PR03411975","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",164,"",162.6,"07048950      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102831","","MFTP004     ",20251120,114629
"20250324",140000,"1","PR03411965","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",397.9,"",394.5,"07099310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102827","","B103800406  ",20251118,132906
"20250324",140000,"1","PR03411965","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",872.7,"",865.4,"07083140      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102827","","STD320      ",20251118,143950
"20250324",140000,"1","PR03411965","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",5.2,"",5.1,"07101310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102827","","B105902509  ",20250610,112822
"20250324",140000,"1","PR03411965","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",301.4,"",298.8,"07048950      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102827","","MFTP004     ",20251120,114629
"20250324",140000,"1","PR03411965","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",316.6,316.6,313.9,"07041240      ","06008400      ","CUT       ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102827","","B102501201  ",20251111,1134
"20250324",140000,"1","PR03411955","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",10.6,"",10.5,"07099310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B103800406  ",20251118,132906
"20250324",140000,"1","PR03411955","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",226.2,"",224.3,"07083140      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","STD320      ",20251118,143950
"20250324",140000,"1","PR03411955","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",1032.2,"",1023.5,"07049630      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B104802908  ",20251120,53034
"20250324",140000,"1","PR03411955","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",3.2,"",3.1,"07101310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B105902509  ",20250610,112822
"20250324",140000,"1","PR03411955","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",2,"",1.9,"07096440      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B104200409  ",20251030,143932
"20250324",140000,"1","PR03411955","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",25.9,25.9,25.6,"07041240      ","06008400      ","CUT       ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B102501201  ",20251111,1134
"20250324",140000,"1","PR03411955","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",463.9,"",460,"07040130      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B105101307  ",20251125,214205
"20250324",140000,"1","PR03411955","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",127.4,"",126.3,"07003390      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102823","","B105001109  ",20251114,54446
"20250324",140000,"1","PR03411945","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",10.4,"",10.2,"07099310      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102835","","B103800406  ",20251118,132906
"20250324",140000,"1","PR03411945","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",651.2,"",641.3,"07049630      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102835","","B104802908  ",20251120,53034
"20250324",140000,"1","PR03411945","8653021","V9L9R","3872575","05 CN PB16 TAPE DYED               ","V9L9R  ",25.8,25.8,25.4,"07040180      ","05026070      ","CUT       ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102835","","B102602602  ",20251112,70014
"20250324",140000,"1","PR03411945","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",5.2,"",5.1,"07096440      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102835","","B104200409  ",20251030,143932
"20250324",140000,"1","PR03411945","8653021","V9L9R","3603616","05 CI CHAIN PB16 DYED              ","V9L9R  ",332,"",326.8,"07003390      ","              ","          ","CFCH      ","V9L9R","     ","310         ","5","315","11  ","20250320","151856","20250321","102835","","B105001109  ",20251114,54446
"20250324",140000,"1","PR03411935","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",24.8,24.8,14.3,"07018080      ","06017830      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","151856","20250321","102838","","B105402404  ",20251126,233506
"20250324",140000,"1","PR03411935","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",12.2,12.2,7,"07013440      ","05022900      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","151856","20250321","102838","","B102201802  ",20251119,204342
"20250322",140000,"1","PR03394385","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",57,57,46.5,"07018080      ","05019430      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","130356","20250321","102818","","B105702305  ",20251126,1621
"20250322",140000,"1","PR03394385","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",28,28,22.7,"07032210      ","06007130      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","130356","20250321","102818","","B104801803  ",20251110,222107
"20250322",235959,"1","PR03388875","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",1270.6,"",1259.9,"07100670      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154138","","B103103209  ",20251120,54221
"20250322",235959,"1","PR03388875","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",447.1,"",443.3,"07084520      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154204","","B103600510  ",20251121,204958
"20250322",235959,"1","PR03388875","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",176.1,"",174.6,"07070630      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154108","","PFCHD09     ",20251111,212002
"20250322",235959,"1","PR03388865","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",828.8,"",821.8,"07100670      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154138","","B103103209  ",20251120,54221
"20250322",235959,"1","PR03388865","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",441.8,"",438.1,"07098790      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154347","","B102801510  ",20251125,142524
"20250322",235959,"1","PR03388865","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",5.2,"",5.1,"07084520      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154204","","B103600510  ",20251121,204958
"20250322",235959,"1","PR03388865","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",367.5,"",364.4,"07070630      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154108","","PFCHD09     ",20251111,212002
"20250322",235959,"1","PR03388865","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",250.5,"",248.4,"07061940      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153528","","B104901709  ",20251111,130554
"20250322",235959,"1","PR03388855","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",10.6,"",10.5,"07100670      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154138","","B103103209  ",20251120,54221
"20250322",235959,"1","PR03388855","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",1260,"",1249.4,"07098790      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154347","","B102801510  ",20251125,142524
"20250322",235959,"1","PR03388855","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",5.2,"",5.1,"07084520      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154204","","B103600510  ",20251121,204958
"20250322",235959,"1","PR03388855","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",50.8,"",50.3,"07061940      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153528","","B104901709  ",20251111,130554
"20250322",235959,"1","PR03388855","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",475.2,475.2,471.2,"07036060      ","07001150      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153654","","B105402308  ",20250820,133201
"20250322",235959,"1","PR03388855","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",40.7,"",40.3,"07021950      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154055","","STD320      ",20251106,145459
"20250322",235959,"1","PR03388855","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",51.3,"",50.8,"07021100      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153707","","B102602508  ",20251124,141606
"20250322",235959,"1","PR03388845","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",10.6,"",10.5,"07100670      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154138","","B103103209  ",20251120,54221
"20250322",235959,"1","PR03388845","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",434.9,"",431,"07098790      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154347","","B102801510  ",20251125,142524
"20250322",235959,"1","PR03388845","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",683.2,"",677.1,"07062030      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153554","","STD320      ",20251106,145505
"20250322",235959,"1","PR03388845","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",69.1,69.1,68.4,"07018080      ","07087900      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154227","","PFCHA11     ",20251111,211513
"20250322",235959,"1","PR03388845","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",5.2,"",5.1,"07084520      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154204","","B103600510  ",20251121,204958
"20250322",235959,"1","PR03388845","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",495.8,"",491.4,"07021100      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153707","","B102602508  ",20251124,141606
"20250322",235959,"1","PR03388845","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",86.5,"",85.7,"07019500      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153736","","B102102608  ",20250428,215531
"20250322",235959,"1","PR03388835","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",10.6,"",10.4,"07100670      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154138","","B103103209  ",20251120,54221
"20250322",235959,"1","PR03388835","8652208","V3F6R","3872575","05 CN PB16 TAPE DYED               ","V3F6R  ",831.6,831.6,821.1,"07018080      ","07087900      ","CUT       ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154227","","PFCHA11     ",20251111,211513
"20250322",235959,"1","PR03388835","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",5.2,"",5.1,"07084520      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","154204","","B103600510  ",20251121,204958
"20250322",235959,"1","PR03388835","8652208","V3F6R","3603616","05 CI CHAIN PB16 DYED              ","V3F6R  ",407.9,"",402.7,"07019500      ","              ","          ","CFCH      ","V3F6R","     ","310         ","5","315","11  ","20250320","100717","20250320","153736","","B102102608  ",20250428,215531
