LINE,LINE_NAME,REMAKE,REMAKE_LINK,PR,ITEM,ITEM1,ITEM2,ITEM3,CLASS,LENG,UNIT,COLOR,QTY,START_D,START_T,EST_COM_D,EST_COM_T,ACT_COM_D,ACT_COM_T,DELAY_DAY,COM_STATUS,COMP_PCS,MC_DATE,MC_TIME,STATUS,PRINT_D,PRINT_T,RUPUQ0,RUPTQ0
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251117,81953
"315-11","5CN COMBI CHAIN                    ","","","PR02969175","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250314,173529,"DELAY","COMPLETED",617.6,20250312,134942,"01E",20250311,181132,20251120,161910
"315-11","5CN COMBI CHAIN                    ","","","PR02944025","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,233313,"ONTIME","COMPLETED",609.3,20250312,44213,"01E",20250311,121141,20251119,134321
"315-11","5CN COMBI CHAIN                    ","","","PR02944025","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,233313,"ONTIME","COMPLETED",609.3,20250312,44213,"01E",20250311,121141,20250610,42236
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251127,113341
"315-11","5CN COMBI CHAIN                    ","","","PR02969165","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",624.4,20250312,123038,"01E",20250311,180953,20251107,151717
"315-11","5CN COMBI CHAIN                    ","","","PR02969175","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250314,173529,"DELAY","COMPLETED",617.6,20250312,134942,"01E",20250311,181132,20251107,213804
"315-11","5CN COMBI CHAIN                    ","REMAKE","PR02788325","PR02995655","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",1,20250312,1,20250313,235959,20250313,233246,"ONTIME","COMPLETED",4.8,20250312,121356,"01E",20250311,162352,20250805,1311
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20250418,113807
"315-11","5CN COMBI CHAIN                    ","","","PR02944025","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,233313,"ONTIME","COMPLETED",609.3,20250312,44213,"01E",20250311,121141,20251118,151332
"315-11","5CN COMBI CHAIN                    ","","","PR02969165","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",624.4,20250312,123038,"01E",20250311,180953,20251120,161910
"315-11","5CN COMBI CHAIN                    ","","","PR02969205","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",612.2,20250312,92649,"01E",20250311,162512,20251106,145503
"315-11","5CN COMBI CHAIN                    ","","","PR02969175","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250314,173529,"DELAY","COMPLETED",617.6,20250312,134942,"01E",20250311,181132,20251115,53630
"315-11","5CN COMBI CHAIN                    ","","","PR02969195","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174724,"ONTIME","COMPLETED",610,20250312,90134,"01E",20250311,181023,20251117,81953
"315-11","5CN COMBI CHAIN                    ","","","PR02944015","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",589.9,20250311,140001,20250313,140000,20250313,233247,"ONTIME","COMPLETED",600.4,20250312,85557,"01E",20250311,121208,20251118,151332
"315-11","5CN COMBI CHAIN                    ","","","PR02969195","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174724,"ONTIME","COMPLETED",610,20250312,90134,"01E",20250311,181023,20250418,113807
"315-11","5CN COMBI CHAIN                    ","","","PR02944045","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250311,140001,20250313,140000,20250313,233314,"ONTIME","COMPLETED",613,20250312,71200,"01E",20250311,110228,20251121,61658
"315-11","5CN COMBI CHAIN                    ","","","PR02944035","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,134341,"ONTIME","COMPLETED",607.4,20250311,214653,"01E",20250311,121112,20251125,134348
"315-11","5CN COMBI CHAIN                    ","","","PR02969165","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",624.4,20250312,123038,"01E",20250311,180953,20251127,41057
"315-11","5CN COMBI CHAIN                    ","","","PR02969175","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250314,173529,"DELAY","COMPLETED",617.6,20250312,134942,"01E",20250311,181132,20251127,120128
"315-11","5CN COMBI CHAIN                    ","","","PR02944035","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,134341,"ONTIME","COMPLETED",607.4,20250311,214653,"01E",20250311,121112,20251107,175052
"315-11","5CN COMBI CHAIN                    ","","","PR02944015","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",589.9,20250311,140001,20250313,140000,20250313,233247,"ONTIME","COMPLETED",600.4,20250312,85557,"01E",20250311,121208,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR02969165","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",624.4,20250312,123038,"01E",20250311,180953,20251127,120128
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251107,151717
"315-11","5CN COMBI CHAIN                    ","","","PR02944035","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,134341,"ONTIME","COMPLETED",607.4,20250311,214653,"01E",20250311,121112,20251118,151332
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251120,161910
"315-11","5CN COMBI CHAIN                    ","","","PR02969175","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250314,173529,"DELAY","COMPLETED",617.6,20250312,134942,"01E",20250311,181132,20251022,234033
"315-11","5CN COMBI CHAIN                    ","","","PR02944025","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,233313,"ONTIME","COMPLETED",609.3,20250312,44213,"01E",20250311,121141,20251125,134348
"315-11","5CN COMBI CHAIN                    ","","","PR02969165","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",624.4,20250312,123038,"01E",20250311,180953,20250827,123825
"315-11","5CN COMBI CHAIN                    ","","","PR02969205","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",612.2,20250312,92649,"01E",20250311,162512,20251121,54005
"315-11","5CN COMBI CHAIN                    ","","","PR02944035","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250311,140001,20250313,140000,20250313,134341,"ONTIME","COMPLETED",607.4,20250311,214653,"01E",20250311,121112,"",""
"315-11","5CN COMBI CHAIN                    ","","","PR02969175","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250314,173529,"DELAY","COMPLETED",617.6,20250312,134942,"01E",20250311,181132,20251107,151717
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251022,234033
"315-11","5CN COMBI CHAIN                    ","","","PR02944045","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250311,140001,20250313,140000,20250313,233314,"ONTIME","COMPLETED",613,20250312,71200,"01E",20250311,110228,20251126,224152
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR02995645","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",2.3,20250312,1,20250313,235959,20250313,233246,"ONTIME","COMPLETED",4.9,20250312,122828,"01E",20250311,162302,20251127,120511
"315-11","5CN COMBI CHAIN                    ","","","PR02969205","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250312,1,20250313,235959,20250313,174725,"ONTIME","COMPLETED",612.2,20250312,92649,"01E",20250311,162512,20251126,220237
"315-11","5CN COMBI CHAIN                    ","REMAKE","PR02788325","PR02995655","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",1,20250312,1,20250313,235959,20250313,233246,"ONTIME","COMPLETED",4.8,20250312,121356,"01E",20250311,162352,20251017,45636
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251127,120128
"315-11","5CN COMBI CHAIN                    ","","","PR02944015","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",589.9,20250311,140001,20250313,140000,20250313,233247,"ONTIME","COMPLETED",600.4,20250312,85557,"01E",20250311,121208,20251119,134321
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR02995645","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",2.3,20250312,1,20250313,235959,20250313,233246,"ONTIME","COMPLETED",4.9,20250312,122828,"01E",20250311,162302,20251106,133758
"315-11","5CN COMBI CHAIN                    ","","","PR02944045","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",600,20250311,140001,20250313,140000,20250313,233314,"ONTIME","COMPLETED",613,20250312,71200,"01E",20250311,110228,20251004,170948
"315-11","5CN COMBI CHAIN                    ","","","PR02969185","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,1,20250313,235959,20250313,174752,"ONTIME","COMPLETED",637.4,20250312,134927,"01E",20250311,181023,20251119,134738
"315-11","5CN COMBI CHAIN                    ","","","PR03003725","8653019","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05NR GREEN-F MCU-GRE354 ","                                   ","CH",""," ","V05NR",327.4,20250312,140001,20250314,140000,20250313,174752,"ONTIME","COMPLETED",321.3,20250312,143816,"01E",20250312,83239,20251111,63425
"315-11","5CN COMBI CHAIN                    ","","","PR03003755","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173501,"ONTIME","COMPLETED",599.1,20250312,225029,"01E",20250312,43450,20250805,175953
"315-11","5CN COMBI CHAIN                    ","","","PR03003765","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",47.9,20250312,140001,20250314,140000,20250314,173433,"ONTIME","COMPLETED",47.9,20250313,65606,"01E",20250312,43624,20251010,153551
"315-11","5CN COMBI CHAIN                    ","","","PR03003745","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173557,"ONTIME","COMPLETED",614.1,20250312,225018,"01E",20250312,43415,20251117,214107
"315-11","5CN COMBI CHAIN                    ","","","PR03032295","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",396,20250313,1,20250314,235959,20250314,173529,"ONTIME","COMPLETED",400.6,20250313,65145,"01E",20250312,171357,20251126,132820
"315-11","5CN COMBI CHAIN                    ","","","PR03003745","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173557,"ONTIME","COMPLETED",614.1,20250312,225018,"01E",20250312,43415,20251126,54818
"315-11","5CN COMBI CHAIN                    ","","","PR03003765","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",47.9,20250312,140001,20250314,140000,20250314,173433,"ONTIME","COMPLETED",47.9,20250313,65606,"01E",20250312,43624,20251121,52452
"315-11","5CN COMBI CHAIN                    ","","","PR03032315","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",211.3,20250313,1,20250314,235959,20250314,132324,"ONTIME","COMPLETED",211.3,20250313,113519,"01E",20250312,200917,20251106,130535
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR03049615","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",61.1,20250313,1,20250314,140000,20250314,132323,"ONTIME","COMPLETED",64,20250313,65553,"01E",20250312,171300,20251105,214941
"315-11","5CN COMBI CHAIN                    ","","","PR03032315","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",346,20250313,1,20250314,235959,20250314,132324,"ONTIME","COMPLETED",407.3,20250313,113519,"01E",20250312,200917,20251105,75337
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR03075185","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",4.1,20250313,140001,20250314,140000,20250314,132424,"ONTIME","COMPLETED",6.7,20250313,145622,"01E",20250313,92646,20251124,212743
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251025,2714
"315-11","5CN COMBI CHAIN                    ","","","PR03003745","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173557,"ONTIME","COMPLETED",614.1,20250312,225018,"01E",20250312,43415,20250912,211218
"315-11","5CN COMBI CHAIN                    ","","","PR03032315","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",211.3,20250313,1,20250314,235959,20250314,132324,"ONTIME","COMPLETED",211.3,20250313,113519,"01E",20250312,200917,20251119,135828
"315-11","5CN COMBI CHAIN                    ","","","PR03032295","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",396,20250313,1,20250314,235959,20250314,173529,"ONTIME","COMPLETED",400.6,20250313,65145,"01E",20250312,171357,20250808,120702
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251106,130535
"315-11","5CN COMBI CHAIN                    ","","","PR03032295","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",396,20250313,1,20250314,235959,20250314,173529,"ONTIME","COMPLETED",400.6,20250313,65145,"01E",20250312,171357,20251107,202155
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251105,75337
"315-11","5CN COMBI CHAIN                    ","","","PR03032315","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",346,20250313,1,20250314,235959,20250314,132324,"ONTIME","COMPLETED",407.3,20250313,113519,"01E",20250312,200917,20251023,135357
"315-11","5CN COMBI CHAIN                    ","","","PR03003725","8653019","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05NR GREEN-F MCU-GRE354 ","                                   ","CH",""," ","V05NR",327.4,20250312,140001,20250314,140000,20250313,174752,"ONTIME","COMPLETED",321.3,20250312,143816,"01E",20250312,83239,20250923,233803
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251022,124523
"315-11","5CN COMBI CHAIN                    ","","","PR03003725","8653019","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05NR GREEN-F MCU-GRE354 ","                                   ","CH",""," ","V05NR",327.4,20250312,140001,20250314,140000,20250313,174752,"ONTIME","COMPLETED",321.3,20250312,143816,"01E",20250312,83239,20251127,25922
"315-11","5CN COMBI CHAIN                    ","","","PR03032345","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",215.4,20250313,1,20250314,235959,20250314,173558,"ONTIME","COMPLETED",232.3,20250313,65627,"01E",20250312,171952,20251126,151700
"315-11","5CN COMBI CHAIN                    ","","","PR03003735","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173557,"ONTIME","COMPLETED",608.4,20250313,65133,"01E",20250312,43415,20251127,33437
"315-01","3CF COMBI CHAIN                    ","","","PR03032285","6773348","03 CF CHAIN PB12 DYED              ","COMB-A EL-329 GREEN-F MCU-GRE770   ","                                   ","CH",""," ","  580",200,20250313,1,20250314,235959,20250314,133232,"ONTIME","COMPLETED",207.9,20250313,90103,"01E",20250312,222641,20250503,235758
"315-11","5CN COMBI CHAIN                    ","","","PR03003745","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173557,"ONTIME","COMPLETED",614.1,20250312,225018,"01E",20250312,43415,20251127,84311
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251103,135149
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251125,114354
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR03093185","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",15.5,20250314,1,20250314,235959,20250315,53930,"DELAY","COMPLETED",16.5,20250314,125215,"01E",20250313,152623,20251004,164625
"315-01","3CF COMBI CHAIN                    ","","","PR03032285","6773348","03 CF CHAIN PB12 DYED              ","COMB-A EL-329 GREEN-F MCU-GRE770   ","                                   ","CH",""," ","  580",200,20250313,1,20250314,235959,20250314,133232,"ONTIME","COMPLETED",207.9,20250313,90103,"01E",20250312,222641,20251117,104919
"315-11","5CN COMBI CHAIN                    ","","","PR03032305","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250313,1,20250314,235959,20250314,173557,"ONTIME","COMPLETED",612.7,20250313,65158,"01E",20250312,171420,20250808,120702
"315-11","5CN COMBI CHAIN                    ","","","PR03032295","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",396,20250313,1,20250314,235959,20250314,173529,"ONTIME","COMPLETED",400.6,20250313,65145,"01E",20250312,171357,20251025,2817
"315-11","5CN COMBI CHAIN                    ","","","PR03032305","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250313,1,20250314,235959,20250314,173557,"ONTIME","COMPLETED",612.7,20250313,65158,"01E",20250312,171420,20251126,132820
"315-11","5CN COMBI CHAIN                    ","","","PR03032305","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250313,1,20250314,235959,20250314,173557,"ONTIME","COMPLETED",612.7,20250313,65158,"01E",20250312,171420,20251107,202155
"315-01","3CF COMBI CHAIN                    ","","","PR03032285","6773348","03 CF CHAIN PB12 DYED              ","COMB-A EL-329 GREEN-F MCU-GRE770   ","                                   ","CH",""," ","  580",200,20250313,1,20250314,235959,20250314,133232,"ONTIME","COMPLETED",207.9,20250313,90103,"01E",20250312,222641,20251111,225412
"315-11","5CN COMBI CHAIN                    ","","","PR03003765","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",196.4,20250312,140001,20250314,140000,20250314,173433,"ONTIME","COMPLETED",204.8,20250313,65606,"01E",20250312,43624,20251010,153551
"315-92","SAMPLE 5CN COMBI CHAIN             ","","","PR03093185","8012973","05 CNF CHAIN PB16 DYED             ","COMB-B EL-115 GREEN-F MCULBLU075   ","MCURWHT403                         ","CH",""," ","VN148",15.5,20250314,1,20250314,235959,20250315,53930,"DELAY","COMPLETED",16.5,20250314,125215,"01E",20250313,152623,20251112,90046
"315-11","5CN COMBI CHAIN                    ","","","PR03003765","8653021","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V9L9R GREEN-F MCU-GRE199 ","                                   ","CH",""," ","V9L9R",196.4,20250312,140001,20250314,140000,20250314,173433,"ONTIME","COMPLETED",204.8,20250313,65606,"01E",20250312,43624,20251119,83830
"315-11","5CN COMBI CHAIN                    ","","","PR03032335","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173529,"ONTIME","COMPLETED",608.3,20250313,113509,"01E",20250312,201126,20251106,130535
"315-11","5CN COMBI CHAIN                    ","","","PR03032325","8652209","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V06NR GREEN-F MCU-PUR297 ","                                   ","CH",""," ","V06NR",600,20250313,1,20250314,235959,20250314,173433,"ONTIME","COMPLETED",606,20250313,113617,"01E",20250312,200946,20251117,214854
"315-11","5CN COMBI CHAIN                    ","","","PR03003735","8652281","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05UR GREEN-F MCU-BLU288 ","                                   ","CH",""," ","V05UR",600,20250312,140001,20250314,140000,20250314,173557,"ONTIME","COMPLETED",608.4,20250313,65133,"01E",20250312,43415,20250805,175953
