LINE,LINE_NAME,REMAKE,REMAKE_LINK,PR,ITEM,ITEM1,ITEM2,ITEM3,CLASS,LENG,UNIT,COLOR,QTY,START_D,START_T,EST_COM_D,EST_COM_T,ACT_COM_D,ACT_COM_T,DELAY_DAY,COM_STATUS,COMP_PCS,MC_DATE,MC_TIME,STATUS,PRINT_D,PRINT_T,RUPUQ0,RUPTQ0
"315-11","5CN COMBI CHAIN                    ","REMAKE","","PR02319735","8653019","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V05NR GREEN-F MCU-GRE354 ","                                   ","CH",""," ","V05NR",4.8,20250227,1,20250228,235959,20250228,105421,"ONTIME","COMPLETED",9.3,20250227,62148,"01E",20250226,200015,20250924,54104
"315-11","5CN COMBI CHAIN                    ","","","PR02289425","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134121,"ONTIME","COMPLETED",597.9,20250227,120114,"01E",20250227,84915,20251125,132503
"315-11","5CN COMBI CHAIN                    ","","","PR02248855","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",125.6,20250226,140001,20250228,140000,20250227,194842,"ONTIME","COMPLETED",125.6,20250226,231933,"01E",20250226,93404,20251121,51955
"315-11","5CN COMBI CHAIN                    ","","","PR02248875","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250226,140001,20250228,140000,20250228,105421,"ONTIME","COMPLETED",611.4,20250227,44302,"01E",20250226,93613,20251106,55113
"315-11","5CN COMBI CHAIN                    ","","","PR02289445","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134122,"ONTIME","COMPLETED",600.6,20250227,150801,"01E",20250227,84916,20251124,131643
"315-11","5CN COMBI CHAIN                    ","","","PR02289455","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134149,"ONTIME","COMPLETED",603.5,20250227,150548,"01E",20250227,84916,20251111,34912
"315-11","5CN COMBI CHAIN                    ","","","PR02289435","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,191536,"ONTIME","COMPLETED",608.4,20250227,122408,"01E",20250227,84916,20251016,132419
"315-11","5CN COMBI CHAIN                    ","","","PR02289425","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134121,"ONTIME","COMPLETED",597.9,20250227,120114,"01E",20250227,84915,20250625,1136
"315-11","5CN COMBI CHAIN                    ","","","PR02248855","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",125.6,20250226,140001,20250228,140000,20250227,194842,"ONTIME","COMPLETED",125.6,20250226,231933,"01E",20250226,93404,20251110,151650
"315-11","5CN COMBI CHAIN                    ","","","PR02248855","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",125.6,20250226,140001,20250228,140000,20250227,194842,"ONTIME","COMPLETED",125.6,20250226,231933,"01E",20250226,93404,20251127,1144
"315-11","5CN COMBI CHAIN                    ","","","PR02248855","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",228.7,20250226,140001,20250228,140000,20250227,194842,"ONTIME","COMPLETED",228.6,20250226,231933,"01E",20250226,93404,20250326,165540
"315-11","5CN COMBI CHAIN                    ","","","PR02289425","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134121,"ONTIME","COMPLETED",597.9,20250227,120114,"01E",20250227,84915,20251120,162147
"315-11","5CN COMBI CHAIN                    ","","","PR02289445","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134122,"ONTIME","COMPLETED",600.6,20250227,150801,"01E",20250227,84916,20251111,34912
"315-11","5CN COMBI CHAIN                    ","","","PR02289435","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,191536,"ONTIME","COMPLETED",608.4,20250227,122408,"01E",20250227,84916,20251120,140436
"315-11","5CN COMBI CHAIN                    ","","","PR02248885","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250226,140001,20250228,140000,20250228,191534,"ONTIME","COMPLETED",599.2,20250227,110347,"01E",20250226,93613,20251118,150540
"315-11","5CN COMBI CHAIN                    ","","","PR02248885","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250226,140001,20250228,140000,20250228,191534,"ONTIME","COMPLETED",599.2,20250227,110347,"01E",20250226,93613,20250326,165540
"315-11","5CN COMBI CHAIN                    ","","","PR02248855","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",125.6,20250226,140001,20250228,140000,20250227,194842,"ONTIME","COMPLETED",125.6,20250226,231933,"01E",20250226,93404,20250326,165540
"315-11","5CN COMBI CHAIN                    ","","","PR02289455","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,1,20250228,235959,20250228,134149,"ONTIME","COMPLETED",603.5,20250227,150548,"01E",20250227,84916,20251120,140436
"315-11","5CN COMBI CHAIN                    ","","","PR02305665","8652208","05 CNF CHAIN PB16 DYED             ","COMB-A EL-V3F6R GREEN-F MCU-FC-4   ","                                   ","CH",""," ","V3F6R",600,20250227,140001,20250301,140000,20250228,191507,"ONTIME","COMPLETED",627,20250227,151043,"01E",20250227,111420,20251126,232124
